"id","name","category_id","ref","property_payment_term","credit_limit","is_company","customer","supplier","parent_id/id","type","use_parent_address","street","street2","zip","country_id","phone","mobile","fax","email","website","comment","user_id"
"res_partner_supplier_n_96","บริษัท ที.เอช.นิค จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","111 ม.9 อุทยานวิทยาศาสตร์Thailand ชั้น2 ห้องพี206","ถ.พหลโยธิน ต.คลองหนึ่ง อ.คลองหลวง ปทุมธานี 10120","10120","Thailand","02-1054007",,"02-5648033",,,,
"res_partner_supplier_n_97","บริษัท ที.เอส.เค เครน เซอร์วิส จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","583 ถ.พระรามที่ 2","แขวงบางมด เขตจอมทอง กรุงเทพฯ 10150","10150","Thailand","02-874-0011, 02-874-0261-3",,"02-428-1516",,,,
"res_partner_supplier_n_98","บริษัท ทีทีเค ซายเอนซ์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","2/280 ซอยแจ้งวัฒนะ14 ","แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพฯ 10210","10210","Thailand","02-9907638, 02-5739881",,"02-9907639",,,,
"res_partner_supplier_n_99","บริษัท ไทยคณา เอ็นจิเนียริ่ง จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","119/10 ม.9 ถ.เทพารักษ์ กม.19","ต.บางปลา อ.บางพลี สมุทรปราการ 10540","10540","Thailand","02-317-6040-1",,"02-706-4271",,,,
"res_partner_supplier_n_100","บริษัท ไทยพัฒนสิน ควอลิตี้ ทูลส์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","145/2-3 หมู่ 1 ","ตำบลบางขุนกอง อำเภอบางกรวย นนทบุรี 11130","11130","Thailand","0-2432-6834-36, 0-2432-6945-46",,,,,,
"res_partner_supplier_n_101","บริษัท นวนครพลาสติก","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","101/68 ซอยนวนคร 5/7 หมู่ 20 ถนนพหลโยธิน","ต.คลองหนึ่ง อ.คลองหลวง ปทุมธานี 12120","12120","Thailand","02-9090062-3,02-9090935-7",,"02-9090064",,,,
"res_partner_supplier_n_102","บริษัท น้ำใส กรุ๊ป (ไทยแลนด์) จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","123/5 ถ.จันทอุดม","ต.เชิงเนิน อ.เมือง ระยอง 21000","21000","Thailand","038-860872",,"038-860632",,,,
"res_partner_supplier_n_103","บริษัท นิวแม็ก จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","267/204 ถ.สุขุมวิท ","ต.มาบตาพุด อ.เมือง ระยอง 21150","21150","Thailand","038-607962-3",,"038-608019",,,,
"res_partner_supplier_n_104","บริษัท เน็ตโซล จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","125/71 ม.2 ถนนสุขุมวิท ","ต.ทับมา อ.เมือง ระยอง 21000","21000","Thailand","038-967414",,"038-967428",,,,
"res_partner_supplier_n_105","บริษัท ไนซ์ ไนน์ อินเตอร์เทรด จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","309 ถนนเลียบคลองมอญ ","แขวงทับยาว เขตลาดกระบัง กรุงเทพฯ 10520","10520","Thailand","086-3081514",,"02-7395118",,,,
"res_partner_supplier_n_106","บริษัท บางกอก ซายน์ แอนด์ เซอร์วิส จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","73/78-79 ถ.บางแวก","แขวงบางไผ่ เขตบางแค กรุงเทพฯ 10160","10160","Thailand","02-887-2030-1",,"02-887-2588",,,,
"res_partner_supplier_n_107","บริษัท บิ๊กซี ซูปเปอร์เซ็นเตอร์ จำกัด (มหาชน) สาขาพัทยา2","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","565/41 ม.10","ต.หนอองปรือ อ.บางละมุง ชลบุรี 20150","20150","Thailand",,,,,,,
"res_partner_supplier_n_108","บริษัท บี เค ซัสเซ็ส อินเตอร์เทรด จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","1/95 ถ.พระราม 2","แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพฯ 10150","10150","Thailand","084-638-4441",,"02-405-4607",,,,
"res_partner_supplier_n_109","บริษัท แบงเทรดดิ้ง 1992 จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","999/99  ชั้น 4 อาคาร แบงเทรดดิ้ง กรุ๊ป ถ.พระราม 9","แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","10250","Thailand","02-718-3333ต่อ414 ",,"02-718-3962,02-720-3406",,,,
"res_partner_supplier_n_110","บริษัท โบลเตอร์ สจ๊วต จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","177/1 ถ.สุรวงศ์","แขวงสุริยวงศ์  เขตบางรัก กรุงเทพฯ 10500","10500","Thailand","02-634-7054-5",,"02-634-7056",,,,
"res_partner_supplier_n_111","บริษัท ป.เคมีอุปกรณ์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","150 ถนนสิรินธร ","แขวงบางพลัด เขตบางพลัด กรุงเทพฯ 10700","10700","Thailand","02-4349031-4",,,,,,
"res_partner_supplier_n_112","บริษัท โปรโทรนิกส์ อินเตอร์เทรด จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","38/40-41 หมู่ที่ 3 ถนนลำลูกกา","ตำบลคุคต อำเภอลำลูกกา ปทุมธานี 12130","12130","Thailand","02-531-6293",,"02-531-6294",,,,
"res_partner_supplier_n_113","บริษัท โปรบิตี้ เอ็นเตอร์ไพรส์ จำกัด","Oversea",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","54/1-3 ถ.สุขุมวิท","ตำบลมาบตาพุด อำเภอเมือง ระยอง 21150","21150","Thailand","038-692-100-2",,"038-692-103",,,,
"res_partner_supplier_n_114","บริษัท พสุ ซัพพลาย แอนด์ เซอร์วิส จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","54/1-2 ถ.สุขุมวิท","ต.มาบตาพุด อ.เมืองระยอง ระยอง 21150","21150","Thailand","038 692 100-2 Ext.105",,"038 692103",,,,
"res_partner_supplier_n_115","บริษัท พาดี อินโนเวชั่น จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","97/3 หมู่ 6 ","แขวงท่่าแร้ง เขตบางเขน กรุงเทพฯ 10220","10220","Thailand","02-948-0491-2",,"02-948-0482",,,,
"res_partner_supplier_n_116","บริษัท พาราไซแอนติฟิค จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","อาคารอื้อจือเหลียง 968 ถ.พระราม 4","แขวงสีลม เขตบางรัก กรุงเทพฯ 10500","10500","Thailand","02-632-4300",,"02-637-5496-7",,,,
"res_partner_supplier_n_117","บริษัท พี.เอ.แอนด์เคส เซ็นเตอร์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","16,16/1 ซ.เอกชัย 63","แขวงบางบอน เขตบางบอน กรุงเทพฯ 10150","10150","Thailand","02-898-1041-2",,"02-416-9605",,,,
"res_partner_supplier_n_118","บริษัท พีแอลที ไซน์ติฟิค (Thailand) จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","188/2-3 ถนนจรัญสนิทวงศ์  ","แขวงบ้านช่างหล่อ เขตบางกอกน้อย กรุงเทพฯ ",,"Thailand","02-8664066",,"02-8664069",,,,
"res_partner_supplier_n_119","บริษัท เพทโทร-อินสตรูเมนท์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","7/409 ซ.วิภาวดีรังสิต 36 ถ.วิภาวดีรังสิต","แขวงจตุจักร เขตจตุจักร กรุงเทพฯ 10900","10900","Thailand","02-513-2333, 939-5711",,"02-939-4207-8",,,,
"res_partner_supplier_n_120","บริษัท ฟาโก เทคโนโลยี่ จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","267/90 ชั้น 1 ถ.สุขุมวิท","ต.มาบตาพุด อ.เมือง  ระยอง 21150","21150","Thailand","038-607025-6",,"038-607566",,,,
"res_partner_supplier_n_121","บริษัท ฟูชิ เทรดดิ้ง จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","18/75 หมู่บ้านรัตตนาวดี ถ.เลียบคลองทวีวัฒนา","แขวง/เขตคลองทวีวัฒนา กรุงเทพฯ 10170","10170","Thailand","02-4411612",,"02-4411613",,,,
"res_partner_supplier_n_122","บริษัท เฟรช คูล อินเตอร์เนชั่นแนล จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","63/125 ม.6","ต.เสาธงหิน อ.บางใหญ่  นนทบุรี 11140","11140","Thailand","02-9033150-2",,"02-9033837",,,,
"res_partner_supplier_n_123","บริษัท ภัทรวิทย์ ไฮเทค จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","88/35 หมู่บ้านไพรเวท เนอวานา ธรู ซ.รามอินทรา 58","แยก 3 แขวงรามอินทรา เขตคันนายาว กรุงเทพฯ 10230","10230","Thailand","02-509-8619",,"02-509-8619",,,,
"res_partner_supplier_n_124","บริษัท ภูทะเล จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","116 ถนนเนินพยอม","ต.มาบตาพุด อ.เมือง ระยอง 21000","21000","Thailand","038-682619,681423",,"038-682-426,407",,,,
"res_partner_supplier_n_125","บริษัท มาสเตอร์แพ็ค-เอเซีย จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","27/7 ซ.สุขุมวิท 19 ถ.ห้วยโป่ง-หนองบอน ","ต.ห้วยโป่ง อ.เมือง ระยอง 21150","21150","Thailand","038-692477",,"038-692310-1",,,,
"res_partner_supplier_n_126","บริษัท มิลเลนเนียม ออโต้ พาร์ท จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","6 ซ.เคหะร่มเกล้า 66 ","แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพฯ 10520","10520","Thailand","02-9177863-4",,"02-9177865",,,,
"res_partner_supplier_n_127","บริษัท เมเชอร์ วัน เทคโนโลยี จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","19/7 หมู่ 3 ","ต.ชัยมงคล อ.เมือง สมุทรสาคร 74000","74000","Thailand","0-3488-1240",,"0-3488-1243-4",,,,
"res_partner_supplier_n_128","บริษัท เมเชอร์โทรนิกซ์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","2425/2 ถ.ลาดพร้าว ","แขวงสะพานสอง เขตวังทองหลาง กรุงเทพฯ 10310","10310","Thailand","02-514-1000 02-514-1234",,"02-514-0003",,,,
"res_partner_supplier_n_129","บริษัท แมคเทคโนโลยี จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","5/70 ซ.รามคำแหง 107 ถ.รามคำแหง","แขวงหัวหมาก เขตบางกะปิ กรุงเทพฯ 10240","10240","Thailand","02-374-6956",,"02-8664069",,,,
"res_partner_supplier_n_130","บริษัท ยูที เอ็นยิเนียริ่ง อินเตอร์เนชั่นแนล จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","91 ซ.อรรคพัฒน์(ทองหล่อ 17) ถ.สุขุมวิท","แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ 10110","10110","Thailand","02-185-2831-4, 185-2950-1",,"02-712-6100",,,,
"res_partner_supplier_n_131","บริษัท ร่วมเจริญกรุ๊ป จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","83/50  หมู่ 1 ","ต. พลา  อ.บ้านฉาง ระยอง 21130","21130","Thailand","038-602119 คุณวาส038-601118/คุณกุ้ง038-602766",,,,,,
"res_partner_supplier_n_132","บริษัท ระยองมงคลชัย จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","158 ถ.สุขุมวิท","ต.มาบตาพุด อ.เมืองระยอง ระยอง 21150","21150","Thailand","038-681370-2",,"038-681369",,,,
"res_partner_supplier_n_133","บริษัท ลินเด้ (Thailand) จำกัด (มหาชน)","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","2/3 หมู่ 14 ถ.บางนา - ตราด","ตำบลบางแก้ว อำเภอบางพลี สมุทรปราการ 10540","10540","Thailand","02-3380805",,"02-3380888",,,,
"res_partner_supplier_n_134","บริษัท ว.ทวีพัฒนา จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","12 ซ.ล้วนเจืออนุสรณ์ ถ.สุขุมวิท","แขวงบางนา เขตบางนา กรุงเทพฯ 10260","10260","Thailand","02-745-1600",,"02-745-2801, 398-6501",,,,
"res_partner_supplier_n_135","บริษัท วอยก้า จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","2447/1-3 ถนนเพชรบุรีตัดใหม่ ","แขวงบางกะปิ เขตห้วยขวาง กรุงเทพฯ 10310","10310","Thailand","02-369-3595-9",,"02-7180974-5",,,,
"res_partner_supplier_n_136","บริษัท วิทยาศรม ศรีราชา  จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","579/3  หมู่ 8 ถ.วัดเขาช่องลม  ","ต.หนองขาม อ.ศรีราชา   ชลบุรี 20110","20110","Thailand","(038) 296544-6",,"(038)296547, 338331",,,,
"res_partner_supplier_n_137","บริษัท วิน วิน ยูนิเวอร์ส จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","1506/326-327 หมู่ที่6","ต.เทพารักษ์ อ.เมือง สมุทรปราการ 10270","10270","Thailand","02-7548844, 02-7557383",,,,,,
"res_partner_supplier_n_138","บริษัท วี.เค.อินเตอร์ คาร์ตัน จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","99/5 หมู่ 5","ต.มะขามคู่ อ.นิคมพัฒนา ระยอง 21180","21180","Thailand","038-893-109",,"038-893-110",,,,
"res_partner_supplier_n_139","บริษัท วีนัส ซัพพลาย จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","196/1  ซอยเทศบาลนิมิตรเหนือ 8 ถนนเทศบาลนิมิตรเหนือ","แขวงลาดยาว เขตจตุจักร กรุงเทพฯ 10900","10900","Thailand","02-9542408",,,,,,
"res_partner_supplier_n_140","บริษัท โวลท์ แอมป์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","267/43-44  ถ.สุขุมวิท","ต.มาบตาพุด อ.เมือง ระยอง 21150","21150","Thailand","038-608-775-6",,"038-608-602",,,,
"res_partner_supplier_n_141","บริษัท ศิลามาศ ทรานสปอร์ต จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","118/4 ม.4 ถนนรามอินทรา","แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพฯ 10220","10220","Thailand","02-739-1781-3",,"02-7391785",,,,
"res_partner_supplier_n_142","บริษัท ศิลามาศเซอร์วิสเซส จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","68 ม.2 ถ.ศรีวารีน้อย","ต.ศรีษะจรเข้น้อย กิ่ง อ.บางเสาธง สมุทรปราการ 10240","10240","Thailand","02-739-1781",,"02-739-1785",,,,
"res_partner_supplier_n_143","บริษัท สยามโกลบอลเฮ้าท์ จำกัด (มหาชน) สาขาระยอง","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","137 ม.4 ","ต.ทับมา อ.เมืองระยอง ระยอง 21000","21000","Thailand","038-680588-9",,"038-680590",,,,
"res_partner_supplier_n_144","บริษัท สยามนาธานอินเตอร์เนชั่นแนล จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","5/104 ม.16 ถนนศรีนครินทร์ ","อ.บางพลี  สมุทรปราการ 10540","10540","Thailand","02-7589552-3ม 02-7589048  ",,"02-7589052",,,,
"res_partner_supplier_n_145","บริษัท สหเครนเซอร์วิส จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","12 ถ.โรงปุ๋ย","ต.มาบตาพุด อ.เมือง  ระยอง 21150","21150","Thailand","038-684543,038-684572",,"038-683237",,,,
"res_partner_supplier_n_146","บริษัท แสงชัยมิเตอร์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","694/16-19 ถ.พหลโยธิน ","แขวงสามเสนใน เขตพญาไท กรุงเทพฯ 10400","10400","Thailand","038-337-100-1",,"038-337-118-9",,,,
"res_partner_supplier_n_147","บริษัท แสงวิทย์ 2000 จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","66/701-702 หมู่ 5 ซอยจรัญสนิทวงศ์ 13 ถนนสายบางแวก","แขวงคลองขวาง เขตภาษีเจริญ กรุงเทพฯ 10160","10160","Thailand","02-8619446-9",,"02-8619463",,,,
"res_partner_supplier_n_148","บริษัท อนาไลติคอล แอนด์ คอนโทรล เทคโนโลยี2000จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","46/87 ซอยนวลจันทร์31","แขวงนวลจันทร์ แขตบึงกุ่ม กรุงเทพฯ 10230","10230","Thailand","02-944-4748",,"02-9445854",,,,
"res_partner_supplier_n_149","บริษัท อมรศูนย์รวมอะไหล่อีเล็คโทรนิคส์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","154/3,5 ซอยทิพย์วารี ถนนบ้านหม้อ ","แขวงวังบูรพา-ภิรมย์ เขตพระนคร กรุงเทพฯ 10200","10200","Thailand","02-6238180-9",,"02-6238547",,,,
"res_partner_supplier_n_150","บริษัท อมรศูนย์รวมอะไหล่อีเล็คโทรนิคส์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","154/3,5 ซอยทิพย์วารี ถนนบ้านหม้อ","แขวงวังบูรพาภิรมย์ เขตพระนคร กรุงเทพฯ 10200","10200","Thailand","038-624126-30",,,,,,
"res_partner_supplier_n_151","บริษัท อมานี คอร์ปอเรชั่น จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","201/220 ม.6 ","แขวงประเวศ เขตประเวศ กรุงเทพฯ 10250","10250","Thailand","02-3224421-3    02-3226705",,,,,,
"res_partner_supplier_n_152","บริษัท อินเตอร์ โบลท์ แอนด์ ฟิตติ้ง จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","92 ถ.ทางหลวงระยองสาย 3191 ","ต.มาบตาพุด อ.เมือง ระยอง 21150","21150","Thailand","038682638-9, 086-3020128, 089-7479918",,"038-682012",,,,
"res_partner_supplier_n_153","บริษัท อีโคซีล จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","267/185-190 ถนนสุขุมวิท","ตำบลมาบตาพุด อำเภอเมืองระยอง ระยอง 21150","21150","Thailand","038-607618-20",,,,,,
"res_partner_supplier_n_154","บริษัท อีดีเอ อินโทรมิท จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","421 หมู่2 ถ.ประชาอุทิศ","ต.บ้านคลองสวน อ.พระสมุทรเจดีย์ จ.สมุทรปราการ 10290","10290","Thailand","02-463-8735",,"02-463-8739",,,,
"res_partner_supplier_n_155","บริษัท อีเล็คตริคเซอร์วิสดีไวซ์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","50/300 หมู่ที่19 หมู่บ้านพนาสนธิ์วิลล่า2","แขวงมีนบุรี กรุงเทพฯ 10510","10510","Thailand","02-9156736",,"02-915-6358",,,,
"res_partner_supplier_n_156","บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE",,"ต.เนินพระ อ.เมืองระยอง ระยอง 2100","2100","Thailand","038-966635",,,,,,
"res_partner_supplier_n_157","บริษัท เอ็น.ดี.อินดัสเตรียล พาร์ท จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","79/128 ถนนนวมินทร์ ","แขวงรามอินทรา เขตคันนายาว กรุงเทพฯ 10230","10230","Thailand","02-1303125",,"02-1303125",,,,
"res_partner_supplier_n_158","บริษัท เอ็นที อินโนเวชั่น จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","615 ถนนบางแวก ","แขวงบางไผ่ เขตบางแค กรุงเทพฯ 10160","10160","Thailand","02-8874664, 02-8870676",,"02-4960013",,,,
"res_partner_supplier_n_159","บริษัท เอ็นเทค แอสโซซิเอท จำกัด","Domestic",,"15 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","17/121 ซ.ชินเขต 2/46 ","แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพฯ 10210","10210","Thailand","0 2831 6666",,,,,,
"res_partner_supplier_n_160","บริษัท เอ็นพีซี เซฟตี้ แอนด์ เอ็นไวรอนเมนทอล เซอร์ จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","20/9 ถ.ปกรณ์สงเคราะห์ราษฎร์","ต.มาบตาพุด อ.เมืองระยอง ระยอง 21150","21150","Thailand","038-977777",,"038-977701",,,,
"res_partner_supplier_n_161","บริษัท เอส.เอ็ม.ซี (Thailand) จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","267/211 ถ.สุขุมวิท","ต.มาบตาพุด อ.เมืองระยอง ระยอง 21150","21150","Thailand","038-608-331, 038-609-402",,"038-608330",,,,
"res_partner_supplier_n_162","บริษัท เอสเอ็นพี ไชแอนติฟิค จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","32/14-16 หมู่ 1 ถ.สุขาภิบาล 5","แขวงออเงิน เขตสายไหม กรุงเทพฯ 10220","10220","Thailand","02-563-6196-99",,"02-563-6050-51",,,,
"res_partner_supplier_n_163","บริษัท แอพพลายด์ ไซแอนทิฟิค อินสตรูเม้นท์ส จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","1526 ซ.สุขุมวิท48/3 ถ.สุขุมวิท ","แขวงพระโขนง เขตคลองเตย กรุงเทพฯ 10260","10260","Thailand","02-3328179-8",,"02-3328180",,,,
"res_partner_supplier_n_164","บริษัท แอโรฟลูอิด จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","169/4ม 169/5 หมู่1 ถ.รังสิต-นครนายก ","ต.ลำผักกูด อ.ธัญบุรี  ปทุมธานี 12110","12110","Thailand","02-5772999",,"02-5772700",,,,
"res_partner_supplier_n_165","บริษัท แอสทิวท์ ดีเวลลอพเม้นท์ จำกัด","Domestic",,"30 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","1118 ถ.พระราม 9","แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250","10250","Thailand","038-609023-5",,"038-609026",,,,
"res_partner_supplier_n_166","บริษัท ไอเอ็มไอ โพรเชส อินสตรูเมนท์ จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","9/333-4 หมู่ 8 ถ.พหลโยธิน","แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพฯ 10220","10220","Thailand","02-9702974-81ม038-607526 ",,"02-5528403",,,,
"res_partner_supplier_n_167","บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน) สาขาระยอง","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","560 ถ.สุขุมวิท","ต.เนินพระ อ.เมืองระยอง กรุงเทพฯ 21000","21000","Thailand","038-809-333",,"038-809-334",,,,
"res_partner_supplier_n_168","บริษัท ไฮโดรแม็ก แอดว๊านซ์ ระยอง จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","2/7-9 ถนนทางหลวงระยองสาย 3191 ","ตำบลมาบตาพุด อำเภอเมืองระยอง ระยอง 21150","21150","Thailand","038-682807,682889",,"038-682965",,,,
"res_partner_supplier_n_169","บริษัท นครเฟอร์นิเจอร์ ระยอง จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","578/2 ถ.สุขุมวิท ","ต.เนินพระ .อ.เมือง ระยอง 21000","21000","Thailand","038-808235",,"038-808236",,,,
"res_partner_supplier_n_170","บริษัท ไพรมัส จำกัด","Domestic",,"45 Days",,"TRUE","FALSE","TRUE",,"Default","FALSE","119 ซ.สีม่วงอนุสรณ์ ถ. สุทธิสารวินิจฉัย","แขวงดินแดง เขตดินแดง กรุงเทพฯ 10400","10400","Thailand","02-277-3565, 02-277-1146",,"02-275-1912",,,,
"res_partner_supplier_n_171","บริษัท ยู-ทอง จำกัด","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","413, 415, 417 ถนนเพชรเกษม ","แขวงหนองค้างพลู เขตหนองแขม กรุงเทพฯ 10100","10100","Thailand","038-112483-6,02-8088571",,"038-112487,02-8088574-5",,,,
"res_partner_supplier_n_172","บริษัท สยาม เซฟตี้ พลัส","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","53/1392 ม.3 ","ต.บ้านใหม่ อ.ปากเกร็ด กรุงเทพฯ 11120","11120","Thailand","02-961-9969, 080-111-8171",,"02-961-9968",,,,
"res_partner_supplier_n_173","ร้าน 108 ไอที","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","108 ถ.สุขุมวิท ","ต.มาบตาพุด อ.เมือง ระยอง 21150","21150","Thailand","-",,,,,,
"res_partner_supplier_n_174","ร้าน โค้วเลี่ยงเซ้ง","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","40, ถ.สุขุมวิท, ","ต.ท่าประดู่ อ.เมืองระยอง ระยอง 21000","21000","Thailand","038 611 992",,,,,,
"res_partner_supplier_n_175","ร้าน พี.วี.ซี. วิเชียร","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","78-80 ถ.สุขุมวิท ซ.ศูนย์การค้าสาย 3","ต.ท่าประดู่ อ.เมืองระยอง ระยอง 21000","21000","Thailand","038-613700, 612025",,,,,,
"res_partner_supplier_n_176","ร้าน ขวัญเรือนเฟอร์นิเจอร์","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","เลขที่60 ถนนสุขุมวิท","ต.มาบตาพุด อ.เมือง ระยอง 21150","21150","Thailand","038-682070",,"038-682332",,,,
"res_partner_supplier_n_177","ร้าน เบาะเจริญระยอง","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","115/14 ถ.จันทอุดม","ต.เชิงเนิน อ.เมือง ระยอง 21000","21000","Thailand","038-613-898 038-621-711",,"038-621-711",,,,
"res_partner_supplier_n_178","ร้าน พรชนกเซ็นเตอร์มาร์ท","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","28/15 ม.2","ต.ทับมา อ.เมืองระยอง  ระยอง 21000","21000","Thailand","038-617939, 089-146-1275, 083-493-1872",,,,,,
"res_partner_supplier_n_179","ร้าน ศิริสิน อิเลคทรอนิคส์","Domestic",,,,"TRUE","FALSE","TRUE",,"Default","FALSE","14/15-16 ถ.จันทอุดม","ต.ท่าประดู่ อ.เมืองระยอง ระยอง 21000","21000","Thailand","038-621774",,,,,,
