id,name,category_id,ref,property_payment_term,credit_limit,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,country_id,phone,mobile,fax,email,category_id/id,website,comment,user_id
res_partner_cust_99,บริษัท ไทยโพลิโพรไพลีน จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,88/4-5 ถ.ทางหลวงระยอง - สาย 3191,ต.มาบตาพุด อ.เมืองระยอง ,21150,ระยอง,Thailand,,,,,,,,
res_partner_cust_100,บริษัท โตนิเทค อิควิปเมนท์ แอนด์ เคมิคัล จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,511/4 ซอยวัดจันทร์ใน ถ.เจริญกรุง ต.บางโคล่,อ.บางคอแหลม ,10120,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_101,บริษัท ไทยพลาสติก และ เคมีภัณฑ์ จำกัด (มหาชน),,,,,TRUE,TRUE,FALSE,,Default,FALSE,183 ชั้น 14-15  อาคารรัจนาการ ถนนสาทรใต้,แขวงยานนาวา เขตสาทร ,10120,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_102,บริษัท ไทย เอ็มเอ็มเอ จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,271 ถนนสุขุมวิท ต.มาบตาพุด,อ.เมือง ,21150,ระยอง,Thailand,,,,,,,,
res_partner_cust_103,บริษัท ไทย เอ็มเอ็มเอ จำกัด (Shipping),,,,,FALSE,TRUE,FALSE,บริษัท ไทย เอ็มเอ็มเอ จำกัด,Shipping,FALSE,88/6 ถนนทางหลวงระยอง สาย 3191,ต.มาบตาพุด อ.เมืองระยอง ,21150,ระยอง,Thailand,,,,,,,,
res_partner_cust_104,Thai Oil Public Company Limited,,,,,TRUE,TRUE,FALSE,,Default,FALSE,"555/1 Energy Complex, Building A, 11thloor,","Vibhavadi Rangsit Road, Chatuchak, Chatuchak,",10900,Bangkok,Thailand,,,,,,,,
res_partner_cust_105,บริษัท พีทีที ยูทิลิตี้ จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,555 ถนนอาจณรงค์ แขวงคลองเตย,เขตคลองเตย ,10250,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_106,TIG Air Chemicals Limited.,,,,,TRUE,TRUE,FALSE,,Default,FALSE,"2/3 Moo 14, Bangna Tower,15thloor, Bangna-Trand","Road, T.Bangkaew, A. Bangplee",10540,Samutprakarn,Thailand,,,,,,,,
res_partner_cust_107,บริษัท ไทยลู้บเบส จำกัด (มหาชน),,,,,TRUE,TRUE,FALSE,,Default,FALSE,163/19 หมู่ 7 ตำบลทุ่งสุขลา อำเภอศรีราชา,,20230,choolburi,Thailand,,,,,,,,
res_partner_cust_108,Thai Tank Terminal Limited,,,,,TRUE,TRUE,FALSE,,Default,FALSE,"Liquid Cargo Terminal, Map Ta Phut Industrial Port","T.Map Ta Phut, A.Muang ",21150,Rayong,Thailand,,,,,,,,
res_partner_cust_109,Thai Synthetic Rubbers Company Limited.,,,,,TRUE,TRUE,FALSE,,Default,FALSE,140/9  Moo 4  T. Tapong,A. Muang ,21000,Rayong,Thailand,038-928700,,038-928866-7,,,,,
res_partner_cust_110,Thai Industrial Gases Public Company Limited,,,,,TRUE,TRUE,FALSE,,Default,FALSE,"2/3 Moo 14, Bangna-Trad Road, T.Bangkaew","A. Bangplee,",10540,Samutprakarn,Thailand,,,,,,,,
res_partner_cust_111,บริษัท ทีพีซี เพสต์ เรซิน จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,ชั้น 15 อาคารรัจนาการ 183 ถนนสาทรใต้,แขวงยานนาวา เขตสาทร,10120,Bangkok,Thailand,,,,,,,,
res_partner_cust_112,ห้างหุ้นส่วนจำกัด ธีรวิญญ์ เอ็นจิเนียริ่ง,,,,,TRUE,TRUE,FALSE,,Default,FALSE,4/5 ถนนพระบาท ต.พระบาท,อ.เมือง ,52000,Lampang,Thailand,,,,,,,,
res_partner_cust_113,Thai Oleochemicals Company Limited,,,,,TRUE,TRUE,FALSE,,Default,FALSE,"555/1 Energy Complex, Building A, 15thloor,","Vibhavadi Rangsit Road, Chatuchak, Chatuchak,",10900,Bangkok,Thailand,,,,,,,,
res_partner_cust_114,บริษัท ไทยโตไกคาร์บอนโปรดักท์ จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,42/2 ม.1 ถ.สุขุมวิท กม.ที่ 124.5 ต.ทุ่งสุขลา,อ.ศรีราชา ,20230,choolburi,Thailand,,,,,,,,
res_partner_cust_115,บริษัท ไทยโพลิโพรไพลีน จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,10 ถ.ไอ-หนึ่ง ต.มาบตาพุด,อ.เมืองระยอง ,21150,Rayong,Thailand,,,,,,,,
res_partner_cust_116,บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),,,,,TRUE,TRUE,FALSE,,Default,FALSE,26/56 ถนนจันทน์ตัดใหม่ แขวงทุ่งมหาเมฆ,เขตสาทร ,10120,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_117,บริษัท ไทยชินกง อินดัสตรี คอร์ปอเรชั่น จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,54 อาคารหะรินธร ชั้น7 ห้อง7 บี ถ.สาทรเหนือ,แขวงสีลม เขตบางรัก ,10500,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_118,Thai Oil Public Company Limited,,,,,TRUE,TRUE,FALSE,,Default,FALSE,"42/1 Moo 1, Sukhumvit Road Km. 124","Tungsukla, Sriracha",20230,choolburi,Thailand,"038-498923, 038-359000",,"038-8359013, 038-498933",,,,,
res_partner_cust_119,บริษัท ไทยโพลิเอททีลีน จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,10 ถ.ไอ-หนึ่ง ต.มาบตาพุด,อ.เมืองระยอง ,21150,ระยอง,Thailand,,,,,,,,
res_partner_cust_120,บริษัท ไทยโพลิเอททีลีน จำกัด (Shipping),,,,,FALSE,TRUE,FALSE,บริษัท ไทยโพลิเอททีลีน จำกัด,Shipping,FALSE,88/4-5 ถ.ทางหลวงระยอง-สาย 3191 ต.มาบตาพุด,อ.เมืองระยอง ,21150,ระยอง,Thailand,,,,,,,,
res_partner_cust_121,บริษัท ทีโอเอ โดฟเคม อินดัสตรีส์ จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,31/5 ม.3 ถ.บางนา-ตราด ต.บางเสาธง,อ.บางเสาธง ,10540,สมุทรปราการ,Thailand,,,,,,,,
res_partner_cust_122,บริษัท ไทย เอ็มเอ็มเอ จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,88/6 ถ.ทางหลวงระยอง - สาย 3191 ต.มาบตาพุด,อ.เมืองระยอง,21150,ระยอง,Thailand,,,,,,,,
res_partner_cust_123,TPT Petrochemicals Public Company Limited,,,,,TRUE,TRUE,FALSE,,Default,FALSE,"75/116-117 Ocean Tower2, 41stloor, Soi Sukhumvit","19 (Wattana), Sukhumvit Rd., Kwaeng Klongtoey-Nua,",10150,Bangkok,Thailand,,,,,,,,
res_partner_cust_124,บริษัท ไทย เพ็ท เรซิน จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,18 ซอย จี 2 ถนนปกรณ์สงเคราะห์ราษฎร์,ต.ห้วยโป่ง อ.เมือง ,21150,ระยอง,Thailand,,,,,,,,
res_partner_cust_125,Thai Paraxylene Company Limited,,,,,TRUE,TRUE,FALSE,,Default,FALSE,"105/12 Moo 2, Tungsukhla,",Sriracha ,20230,choolburi,Thailand,"038-351317, 038-351878",,038-351320,,,,,
res_partner_cust_126,UBE Chemicals (Asia) Public Company Limited,,,,,TRUE,TRUE,FALSE,,Default,FALSE,140/6 Moo 4  T.Tapong,A. Muang ,21000,Rayong,Thailand,,,,,,,,
res_partner_cust_127,UBE Technical Center (Asia) Limited.,,,,,TRUE,TRUE,FALSE,,Default,FALSE,140/10  Moo 4   T. Tapong,A. Muang ,21000,Rayong,Thailand,,,,,,,,
res_partner_cust_128,บริษัท วีนิไทย จำกัด (มหาชน),,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 2 ถนน ไอ-สาม นิคมอุตสาหกรรมมาบตาพุด,ต.มาบตาพุด อ.เมือง ,21150,ระยอง,Thailand,"038-925000, 038-683112-25",,038-683859,,,,,
res_partner_cust_129,"VISION-EASE LENS (THAILAND) CO., LTD",,,,,TRUE,TRUE,FALSE,,Default,FALSE,HI-TECH INDUSTRIAL ESTATE 162 MOO 1,"BANLEN, BANGPA-IN ",13160,Ayutthaya,Thailand,,,,,,,,
res_partner_cust_130,บริษัท ว.ทวีพัฒนา จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,12 ซอยล้วนเจืออนุสรณ์ 2 ถนนสุขุมวิท แขวงบางนา,เขตบางนา ,,กรุงเทพฯ,Thailand,02-7451600,,,,,,,
res_partner_cust_131,บริษัท โยโกกาวา (ประเทศไทย) จำกัด,,,,,TRUE,TRUE,FALSE,,Default,FALSE,เลขที่ 799 ถนนพระราม 9 แขวงบางกะปิ,เขตห้วยขวาง ,10310,กรุงเทพฯ,Thailand,,,,,,,,
res_partner_cust_132,"Y S Pund  Co., Ltd.",,,,,TRUE,TRUE,FALSE,,Default,FALSE,90/3 M.9 Wellgrow IE Bangna-Trad Rd Km 36,Bangwau  Bangpakong ,24180,Chachoengsao,Thailand,,,,,,,,
